,Title,Genre,Album_Date,Video_Date,Score
543,Bill Callahan - Shepherd in a Sheepskin Vest ALBUM REVIEW," 2019 / drag city / singer-songwriter, americana",2019,6/26/2019,7
544,Lil Nas X - 7 EP REVIEW," 2019 / columbia / pop rap, country trap, alternative rock",2019,6/24/2019,6
545,Waste of Space Orchestra - Syntheosis ALBUM REVIEW," 2019 / svart / post-metal, psych rock",2019,6/21/2019,6
546,Baroness - Gold & Grey ALBUM REVIEW," 2019 / abraxan hymns / stoner metal, heavy psych, alternative rock",2019,6/20/2019,5
547,Holly Herndon - PROTO ALBUM REVIEW," 2019 / 4ad / glitch pop, choral, generative music",2019,6/19/2019,5
548,Otoboke Beaver - Itekoma Hits ALBUM REVIEW," 2019 / damnably / noise rock, hardcore punk, riot grrrl",2019,6/17/2019,9
549,Jai Paul - Leak 04-13 (Bait Ones) ALBUM REVIEW," 2019 / xl / alternative r&b, indietronica, art pop",2019,6/13/2019,6
550,The Mountain Goats - In League with Dragons ALBUM REVIEW," 2019 / merge / singer-songwriter, indie folk, chamber pop",2019,6/12/2019,4
551,Miley Cyrus - She Is Coming EP REVIEW," 2019 / rca / electropop, trap rap",2019,6/11/2019,1
552,The National - I Am Easy to Find ALBUM REVIEW," 2019 / 4ad / chamber pop, indie rock, post-punk revival",2019,6/7/2019,4
553,Denzel Curry - ZUU ALBUM REVIEW," 2019 / loma vista / trap rap, southern hip hop",2019,6/6/2019,8
554,Full of Hell - Weeping Choir ALBUM REVIEW," 2019 / relapse / noise metal, deathgrind, sludge",2019,6/4/2019,6
555,Steve Lacy - Apollo XXI ALBUM REVIEW," 2019 / 3qtr / neo-soul, neo-psychedelia",2019,6/3/2019,3
556,Rammstein - Untitled ALBUM REVIEW," 2019 / universal / ndh, industrial metal",2019,5/30/2019,5
557,slowthai - Nothing Great About Britain ALBUM REVIEW," 2019 / method records / grime, uk hip hop",2019,5/29/2019,8
558,Megan Thee Stallion - Fever ALBUM REVIEW," 2019 / 300 entertainment / trap rap, hardcore hip hop, dirty south",2019,5/28/2019,7
559,Injury Reserve - Self-Titled ALBUM REVIEW, 2019 / loma vista / experimental hip hop,2019,5/24/2019,7
560,Carly Rae Jepsen - Dedicated ALBUM REVIEW, 2019 / interscope / dance-pop,2019,5/23/2019,7
561,"Tyler, the Creator - IGOR ALBUM REVIEW"," 2019 / columbia / neo-soul, alternative hip hop",2019,5/22/2019,9
562,Big Thief - U.F.O.F. ALBUM REVIEW," 2019 / 4ad / indie folk, dream pop",2019,5/21/2019,5
563,Vampire Weekend - Father of the Bride ALBUM REVIEW, 2019 / sony / indie pop,2019,5/20/2019,6
564,Mac DeMarco - Here Comes the Cowboy ALBUM REVIEW," 2019 / mac's record label / singer-songwriter, soft rock, indie pop, slowcore-ish",2019,5/18/2019,3
565,Logic - Confessions of a Dangerous Mind ALBUM REVIEW, 2019 / visionary music group / pop rap,2019,5/17/2019,1
566,"Slauson Malone - A Quiet Farwell, 2016–2018 ALBUM REVIEW","–2018 / 2019 / grand closing / sound collage, abstract hip hop, glitch",–2018,5/16/2019,8
567,Gus Dapperton - Where Polly People Go to Read ALBUM REVIEW, 2019 / awal / hypnagogic pop,2019,5/14/2019,4
568,King Gizzard & The Lizard Wizard - Fishing for Fishies ALBUM REVIEW," 2019 / flightless / boogie rock, psych pop",2019,5/13/2019,7
569,ScHoolboy Q - CrasH Talk ALBUM REVIEW," 2019 / tde / trap rap, west coast hip hop",2019,5/1/2019,5
570,Sunn O))) - Life Metal ALBUM REVIEW, 2019 / southern lord / drone metal,2019,4/30/2019,7
571,Kevin Abstract - Arizona Baby ALBUM REVIEW," 2019 / question everything / pop rap, alternative r&b, indie pop",2019,4/29/2019,6
572,Beyoncé - Homecoming ALBUM REVIEW," 2019 / parkwood entertainment / contemporary r&b, marching band, pop rap",2019,4/27/2019,8
573,Your Old Droog - It Wasn't Even Close ALBUM REVIEW, 2019 / gogul mogul / east coast hip hop,2019,4/26/2019,7
574,Cage the Elephant - Social Cues ALBUM REVIEW," 2019 / rca / post-punk revival, pop rock",2019,4/24/2019,5
575,Dos Monos - Dos City ALBUM REVIEW," 2019 / deathbomb arc / j-rap, experimental hip hop, boom bap",2019,4/23/2019,7
576,Lizzo - Cuz I Love You ALBUM REVIEW," 2019 / atlantic / pop rap, soul, contemporary r&b",2019,4/22/2019,8
577,Aries - Welcome Home ALBUM REVIEW," 2019 / wunderworld / emo trap, alternative r&b",2019,4/20/2019,6
578,Anderson .Paak - Ventura ALBUM REVIEW," 2019 / aftermath / neo-soul, contemporary r&b, funk, west coast hip hop",2019,4/18/2019,7
579,The Chemical Brothers - No Geography ALBUM REVIEW," 2019 / astralwerks / house, big beat",2019,4/17/2019,6
580,BTS - Map of the Soul: Persona EP REVIEW," 2019 / big hit / k-pop, pop rap",2019,4/16/2019,5
581,PUP - Morbid Stuff ALBUM REVIEW, 2019 / rise / pop punk,2019,4/15/2019,8
582,Show Me the Body - Dog Whistle ALBUM REVIEW," 2019 / loma vista / noise rock, new york hardcore",2019,4/12/2019,7
583,Weyes Blood - Titanic Rising ALBUM REVIEW," 2019 / sub pop / baroque pop, dream pop, progressive pop",2019,4/11/2019,9
584,Quelle Chris - Guns ALBUM REVIEW," 2019 / mello music group / jazz rap, conscious hip hop",2019,4/10/2019,8
585,Ibibio Sound Machine - Doko Mien ALBUM REVIEW, 2019 / merge / electro-afro-funk,2019,4/9/2019,7
586,Billy Woods & Kenny Segal - Hiding Places ALBUM REVIEW, 2019 / backwoodz studioz / abstract hip hop,2019,4/5/2019,8
587,The Comet Is Coming - Trust in the Lifeforce of the Deep Mystery ALBUM REVIEW, 2019 / impulse / jazz fusion,2019,4/2/2019,8
588,"Billie Eilish - When We All Fall Asleep, Where Do We Go? ALBUM REVIEW"," 2019 / darkroom / electropop, alternative r&b",2019,4/1/2019,8
589,American Football - LP3 ALBUM REVIEW," 2019 / polyvinyl / dream pop, midwest emo, post-rock",2019,3/27/2019,7
590,Stella Donnelly - Beware of the Dogs ALBUM REVIEW," 2019 / secretly canadian / twee + jangle pop, indie rock, singer-songwriter",2019,3/25/2019,7
591,Flume - Hi This Is Flume MIXTAPE REVIEW," 2019 / future classic / wonky, glitch hop, trap, deconstructed club",2019,3/23/2019,8
592,Sun Kil Moon - I Also Want to Die in New Orleans ALBUM REVIEW," 2019 / caldo verde / jazz rock, slowcore, avant-folk, mark kozelek",2019,3/15/2019,7
593,Little Simz - Grey Area ALBUM REVIEW," 2019 / age 101 / uk hip hop, jazz rap",2019,3/14/2019,9
594,Spellling - Mazy Fly ALBUM REVIEW," 2019 / sacred bones / ethereal darkwave, hypnagogic pop, psych soul",2019,3/12/2019,7
595,Juice WRLD - Death Race for Love ALBUM REVIEW, 2019 / interscope / emo rap,2019,3/11/2019,6
596,Weezer - Self-Titled (Black) ALBUM REVIEW," 2019 / crush / pop rock, electropop",2019,3/8/2019,4
597,2 Chainz - Rap or Go to the League ALBUM REVIEW," 2019 / def jam / trap rap, conscious hip hop",2019,3/6/2019,6
598,Blu & Oh No - A Long Red Hot Los Angeles Summer Night ALBUM REVIEW, 2019 / nature sounds / west coast hip hop,2019,3/5/2019,8
599,Solange - When I Get Home ALBUM REVIEW," 2019 / columbia / neo-soul, alternative r&b, ambient pop",2019,3/4/2019,6
600,"Kankyō Ongaku: Japanese Ambient, Environmental & New Age Music 1980-90 COMPILATION REVIEW"," 2019 / light in the attic / ambient, new age",2019,3/1/2019,8
601,Offset - Father of 4 ALBUM REVIEW, 2019 / quality control / trap rap,2019,2/28/2019,6
602,SeeYouSpaceCowboy - Songs for the Firing Squad COMPILATION REVIEW," 2019 / pure noise / mathcore, grindcore, stop calling them screamo",2019,2/27/2019,7
603,Gunna - Drip or Drown 2 ALBUM REVIEW," 2019 / ysl / trap rap, water level rap",2019,2/26/2019,2
604,Lil Pump - Harverd Dropout ALBUM REVIEW, 2019 / warner bros. / trap rap,2019,2/25/2019,4
605,Czarface & Ghostface Killah - Czarface Meets Ghostface ALBUM REVIEW," 2019 / silver age / east coast hip hop, boom bap",2019,2/21/2019,5
606,Jessica Pratt - Quiet Signs ALBUM REVIEW," 2019 / mexican summer / singer-songwriter, psych folk",2019,2/20/2019,6
607,Drake - So Far Gone MIXTAPE REVIEW," 2019 / young money / pop rap, contemporary r&b",2019,2/19/2019,5
608,Xiu Xiu - Girl with Basket of Fruit ALBUM REVIEW," 2019 / polyvinyl / avant-garde, death industrial, ritual ambient, art pop",2019,2/15/2019,9
609,LCD Soundsystem - Electric Lady Sessions ALBUM REVIEW," 2019 / dfa / dance-punk, indietronica, new wave",2019,2/14/2019,6
610,Panda Bear - Buoys ALBUM REVIEW," 2019 / domino / neo-psychedelia, singer-songwriter, folktronica",2019,2/13/2019,6
611,"Ariana Grande - thank u, next ALBUM REVIEW"," 2019 / republic / contemporary r&b, trap, electropop",2019,2/12/2019,8
612,Comethazine - Bawskee 2 MIXTAPE REVIEW, 2019 / alamo / trap rap,2019,2/8/2019,4
613,Maggie Rogers - Heard It in a Past Life ALBUM REVIEW, 2019 / capitol / synthpop,2019,2/6/2019,3
614,Beirut - Gallipoli ALBUM REVIEW, 2019 / 4ad / indie pop,2019,2/5/2019,4
615,Boogie - Everythings for Sale ALBUM REVIEW, 2019 / shady / west coast hip hop,2019,1/31/2019,6
616,Deerhunter - Why Hasn't Everything Already Disappeared? ALBUM REVIEW," 2019 / 4ad / indie rock, psych pop",2019,1/29/2019,5
617,Weezer - Self-Titled (Teal) ALBUM REVIEW," 2019 / crush / pop rock, power pop, synthpop",2019,1/28/2019,6
618,Malibu Ken - Self-Titled ALBUM REVIEW," 2019 / rhymesayers entertainment / abstract hip hop, neo-psychedelia",2019,1/25/2019,8
619,Toro y Moi - Outer Peace ALBUM REVIEW," 2019 / carpark / alternative r&b, synth funk",2019,1/24/2019,6
620,Sharon Van Etten - Remind Me Tomorrow ALBUM REVIEW," 2019 / jagjaguwar / indie rock, singer-songwriter, synthpop",2019,1/23/2019,7
621,James Blake - Assume Form ALBUM REVIEW," 2019 / republic / alternative r&b, art pop, uk bass, trap rap",2019,1/22/2019,7
622,Future - The WIZRD ALBUM REVIEW, 2019 / epic / trap rap,2019,1/21/2019,7
623,Big K.R.I.T. - TDT COMPILATION REVIEW," 2019 / multi alumni / trap rap, dirty south",2019,1/16/2019,6
624,"Marquis Hill - Modern Flows, Vol. 2 ALBUM REVIEW"," 2018 / black unlimited music group / modal jazz, jazz rap, jazz fusion ",2018,1/15/2019,8
625,Bad Bunny - X 100PRE ALBUM REVIEW," 2018 / rimas entertainment / latin trap, reggaeton",2018,1/14/2019,5
626,21 Savage - I Am Greater Than I Was ALBUM REVIEW, 2018 / epic / trap rap,2018,1/9/2019,7
627,Meek Mill - Championships ALBUM REVIEW," 2018 / maybach music group / pop rap, east coast hip hop, trap rap",2018,12/13/2018,5
628,Soap&Skin - From Gas to Solid / You Are My Friend ALBUM REVIEW," 2018 / play it again sam / art pop, neoclassical darkwave, chamber pop",2018,12/12/2018,4
629,"Black Thought & Salaam Remi - Streams of Thought, Vol. 2 EP REVIEW"," 2018 / human re sources / east coast hip hop, boom bap, conscious hip hop",2018,12/11/2018,7
630,XXXTentacion - Skins ALBUM REVIEW," 2018 / bad vibes forever / emo rap, alternative r&b, rap metal",2018,12/8/2018,2
631,Ski Mask the Slump God - Stokeley ALBUM REVIEW, 2018 / republic / trap rap,2018,12/6/2018,6
632,The 1975 - A Brief Inquiry Into Online Relationships ALBUM REVIEW," 2018 / dirty hit / synthpop, pop rock, art pop",2018,12/5/2018,6
633,Earl Sweatshirt - Some Rap Songs ALBUM REVIEW, 2018 / tan cressida / experimental hip hop,2018,12/4/2018,8
634,Kai Whiston - Kai Whiston Bitch ALBUM REVIEW," 2018 / gloo / deconstructed club, uk bass, wonky, trap",2018,12/3/2018,7
635,J.I.D - DiCaprio 2 ALBUM REVIEW," 2018 / dreamville / trap rap, conscious hip hop, hardcore hip hop",2018,11/30/2018,8
636,Onyx Collective - Lower East Suite Part Three ALBUM REVIEW, 2018 / big dada / avant-garde jazz,2018,11/29/2018,7
637,6ix9ine - Dummy Boy ALBUM REVIEW," 2018 / scumgang / trap rap, east coast hip hop, reggaeton",2018,11/28/2018,4
638,"Tyler, the Creator - Music Inspired by Illumination & Dr. Seuss' The Grinch EP REVIEW"," 2018 / columbia / neo-soul, xmas raps",2018,11/27/2018,3
639,Muse - Simulation Theory ALBUM REVIEW," 2018 / warner bros. / synthwave, electropop, pop rock",2018,11/24/2018,5
640,Jaden Smith - The Sunset Tapes: A Cool Tape Story ALBUM REVIEW," 2018 / roc nation / trap rap, alternative r&b",2018,11/21/2018,2
641,Anderson .Paak - Oxnard ALBUM REVIEW," 2018 / aftermath / neo-soul, jazz rap, synth funk",2018,11/20/2018,8
642,Action Bronson - White Bronco ALBUM REVIEW, 2018 / empire / east coast hip hop,2018,11/19/2018,5
643,Jeffrey Lewis - Works by Tuli Kupferberg (1923-2010) ALBUM REVIEW," 2018 / don giovanni / anti-folk, punk",2018,11/15/2018,7
644,Sun Kil Moon - This Is My Dinner ALBUM REVIEW," 2018 / caldo verde / experimental rock, slowcore, spoken word",2018,11/13/2018,6
645,Metro Boomin - Not All Heroes Wear Capes ALBUM REVIEW, 2018 / republic / trap rap,2018,11/12/2018,6
646,"Curren$y, Freddie Gibbs & The Alchemist - Fetti ALBUM REVIEW", 2018 / esgn / gangsta rap,2018,11/8/2018,7
647,Poppy - Am I a Girl? ALBUM REVIEW, 2018 / mad decent / all kinds of pop and sometimes metal,2018,11/7/2018,7
648,Vince Staples - FM! ALBUM REVIEW," 2018 / def jam / hardcore hip hop, trap rap, hyphy",2018,11/5/2018,7
649,Julia Holter - Aviary ALBUM REVIEW, 2018 / domino / art pop,2018,11/2/2018,8
650,Daughters - You Won't Get What You Want ALBUM REVIEW," 2018 / ipecac / noise rock, industrial, no wave, art punk",2018,11/1/2018,10
651,Current 93 - The Light Is Leaving Us All ALBUM REVIEW," 2018 / the spheres / neofolk, poetry",2018,10/31/2018,8
652,Kurt Vile - Bottle It In ALBUM REVIEW," 2018 / matador / folk rock, singer-songwriter",2018,10/30/2018,6
653,Joji - Ballads 1 ALBUM REVIEW," 2018 / 88 rising / alternative r&b, pop rap",2018,10/29/2018,5
654,Lil Yachty - Nuthin' 2 Prove ALBUM REVIEW," 2018 / quality control music / 2018 / trap rap, pop rap",2018,10/25/2018,2
655,Little Big - Antipositive Part 2 (MINI) ALBUM REVIEW," 2018 / warner music russia / house, rave, funeral rave, post-rave, eurodance from hell",2018,10/24/2018,6
656,Open Mike Eagle - What Happens When I Try to Relax EP REVIEW," 2018 / auto reverse / abstract hip hop, cloud rap",2018,10/23/2018,7
657,High on Fire - Electric Messiah ALBUM REVIEW," 2018 / eone / stoner metal, sludge metal",2018,10/19/2018,6
658,City Morgue - Vol. 1: Hell or High Water ALBUM REVIEW," 2018 / republic / industrial hip hop, trap metal",2018,10/17/2018,6
659,Quavo - Quavo Huncho ALBUM REVIEW," 2018 / quality control / trap rap, pop rap",2018,10/16/2018,4
660,Clarence Clarity - Think: Peace ALBUM REVIEW," 2018 / deluxe pain / glitch pop, alternative r&b",2018,10/15/2018,7
661,Horrendous - Idol ALBUM REVIEW," 2018 / season of mist / progressive death metal, tech-death",2018,10/14/2018,9
662,Sheck Wes - Mudboy ALBUM REVIEW, 2018 / cactus jack / trap rap,2018,10/11/2018,6
663,Behemoth - I Loved You at Your Darkest ALBUM REVIEW, 2018 / metal blade / blackened death metal,2018,10/10/2018,7
664,Marissa Nadler - For My Crimes ALBUM REVIEW," 2018 / sacred bones / singer-songwriter, chamber folk, gothic country, dream pop",2018,10/9/2018,7
665,twenty one pilots - Trench ALBUM REVIEW," 2018 / fueled by ramen / indie pop, hip hop, alternative rock",2018,10/8/2018,8
666,Logic - YSIV ALBUM REVIEW," 2018 / def jam / boom bap, pop rap",2018,10/5/2018,5
667,Kero Kero Bonito - Time 'n' Place ALBUM REVIEW," 2018 / polyvinyl / twee pop, synth pop, noise pop",2018,10/4/2018,8
668,Tim Hecker - Konoyo ALBUM REVIEW, 2018 / kranky / gagaku-infused ambient \u0026 drone,2018,10/3/2018,6
669,Lil Wayne - Tha Carter V ALBUM REVIEW," 2018 / young money records / pop rap, trap rap, hardcore hip hop",2018,10/2/2018,6
670,Lupe Fiasco - DROGAS Wave ALBUM REVIEW," 2018 / 1st \u0026 15th / conscious hip hop, pop rap, jazz rap",2018,10/1/2018,7
671,JMSN - Velvet ALBUM REVIEW," 2018 / white room / alternative r&b, neo-soul",2018,9/27/2018,7
672,milo - budding ornithologists are weary of tired analogies ALBUM REVIEW," 2018 / ruby yacht / abstract hip hop, jazz rap",2018,9/25/2018,6
673,BROCKHAMPTON - iridescence ALBUM REVIEW," 2018 / rca / pop rap, hardcore hip hop, alternative r&b",2018,9/24/2018,7
674,Guerilla Toss - Twisted Crystal ALBUM REVIEW," 2018 / dfa / neo-psychedelia, art pop, zolo, dance-punk",2018,9/21/2018,8
675,Spiritualized - And Nothing Hurt ALBUM REVIEW," 2018 / fat possum / neo-psychedelia, space rock, chamber pop",2018,9/20/2018,7
676,6LACK - East Atlanta Love Letter ALBUM REVIEW," 2018 / interscope / alternative r&b, trap rap, cloud rap",2018,9/19/2018,4
677,Noname - Room 25 ALBUM REVIEW," 2018 / self-released / jazz rap, conscious hip hop, neo-soul",2018,9/18/2018,8
678,Aphex Twin - Collapse EP REVIEW, 2018 / warp / idm,2018,9/17/2018,8
679,Russ - Zoo ALBUM REVIEW, 2018 / columbia / pop rap,2018,9/14/2018,3
680,Yves Tumor - Safe in the Hands of Love ALBUM REVIEW," 2018 / warp / art pop, post-industrial",2018,9/13/2018,7
681,$uicideBoy$ - I Want to Die in New Orleans ALBUM REVIEW," 2018 / g*59 / trap rap, memphis rap, cloud rap",2018,9/12/2018,6
682,Thou - Magus ALBUM REVIEW," 2018 / sacred bones / sludge metal, doom metal",2018,9/10/2018,6
683,Okonkolo - Cantos ALBUM REVIEW, 2018 / big crown / santeria music  with a baroque twist,2018,9/8/2018,7
684,IDLES - Joy as an Act of Resistance. ALBUM REVIEW," 2018 / partisan records / post-punk, hardcore punk, art punk",2018,9/5/2018,9
685,George Clanton - Slide ALBUM REVIEW," 2018 / 100% electronica / hypnagogic pop, chillwave, synthpop",2018,9/4/2018,7
686,Eminem - Kamikaze ALBUM REVIEW," 2018 / hardcore hip hop, pop rap, trap rap",2018,9/4/2018,4
687,Interpol - Marauder ALBUM REVIEW, 2018 / matador / post-punk revival,2018,8/31/2018,4
688,Blood Orange - Negro Swan ALBUM REVIEW," 2018 / domino / alternative r&b, synth funk, sophisti-pop",2018,8/30/2018,8
689,Oh Sees - Smote Reverser ALBUM REVIEW," 2018 / castle face / psych rock, heavy psych, krautrock",2018,8/29/2018,6
690,Louis Cole - Time ALBUM REVIEW," 2018 / brainfeeder / synth funk, sophisti-pop",2018,8/24/2018,8
691,Ariana Grande - Sweetener ALBUM REVIEW," 2018 / republic / contemporary r&b, electropop",2018,8/23/2018,7
692,Mitski - Be the Cowboy ALBUM REVIEW," 2018 / dead oceans / art pop, indie rock",2018,8/22/2018,6
693,Young Thug - Slime Language COMPILATION REVIEW, 2018 / ysl / trap rap,2018,8/21/2018,5
694,Iglooghost - Clear Tamei / Steel Mogu EP REVIEW," 2018 / self-released / wonky, glitch hop, drill n bass",2018,8/17/2018,8
695,Trippie Redd - Life's a Trip ALBUM REVIEW," 2018 / tenthousand projects / emo rap, trap rap, alternative r&b",2018,8/16/2018,5
696,HMLTD - Hate Music Last Time Delete EP REVIEW," 2018 / sony / synthpop, post-punk",2018,8/15/2018,8
697,Nicki Minaj - Queen ALBUM REVIEW," 2018 / young money / pop rap, east coast hip hop, trap rap, contemporary r&b",2018,8/14/2018,5
698,Imperial Triumphant - Vile Luxury ALBUM REVIEW, 2018 / gilead media / jazzy blackened tech-death,2018,8/10/2018,8
699,Mac Miller - Swimming ALBUM REVIEW," 2018 / warner bros. / pop rap, alternative r&b, neo-soul",2018,8/9/2018,3
700,YG - Stay Dangerous ALBUM REVIEW," 2018 / def jam / trap rap, west coast hip hop",2018,8/8/2018,5
701,Travis Scott - Astroworld ALBUM REVIEW, 2018 / epic / trap rap,2018,8/6/2018,7
702,James Ferraro - Four Pieces for Mirai EP REVIEW," 2018 / self-released / midi classical, progressive electronic, glitch, new age",2018,8/3/2018,7
703,Let's Eat Grandma - I'm All Ears ALBUM REVIEW," 2018 / transgressive / art pop, synthpop, indietronica",2018,7/31/2018,7
704,Denzel Curry - TA13OO ALBUM REVIEW," 2018 / loma vista / trap rap, conscious hip hop, hardcore hip hop",2018,7/30/2018,8
705,Melody's Echo Chamber - Bon Voyage ALBUM REVIEW," 2018 / domino/ neo-psychedelia, progressive pop",2018,7/27/2018,7
706,88rising - Head in the Clouds ALBUM REVIEW," 2018 / 88rising / pop rap, trap rap, alternative r&b",2018,7/26/2018,5
707,The Internet - Hive Mind ALBUM REVIEW, 2018 / columbia / neo-soul,2018,7/25/2018,7
708,Busdriver - Electricity is on our Side ALBUM REVIEW," 2018 / temporary whatever / abstract hip hop, jazz rap",2018,7/24/2018,5
709,Dirty Projectors - Lamp Lit Prose ALBUM REVIEW," 2018 / domino / art pop, alternative r&b",2018,7/23/2018,6
710,Snail Mail - Lush ALBUM REVIEW, 2018 / matador / indie rock,2018,7/19/2018,6
711,Haru Nemuri - Haru to Shura ALBUM REVIEW," 2018 / perfect / noise pop, post-hardcore, japanese hip hop, experimental rock",2018,7/18/2018,8
712,Deafheaven - Ordinary Corrupt Human Love ALBUM REVIEW," 2018 / anti- / blackgaze, post-rock",2018,7/17/2018,5
713,serpentwithfeet - soil ALBUM REVIEW," 2018 / secretly canadian / alternative r&b, art pop",2018,7/16/2018,7
714,Florence + The Machine - High As Hope ALBUM REVIEW," 2018 / republic / chamber pop, art pop, pop soul",2018,7/13/2018,7
715,Zeal & Ardor - Stranger Fruit ALBUM REVIEW," 2018 / self-released under exclusive license to radicalis music gmbh and mvka limited / black metal, spirituals, electronic, avant-garde metal, ambient, alternative metal",2018,7/11/2018,8
716,The Carters - Everything Is Love ALBUM REVIEW," 2018 / roc nation / pop rap, contemporary r&b, trap rap",2018,7/10/2018,5
717,Teyana Taylor - K.T.S.E. ALBUM REVIEW, 2018 / g.o.o.d. music / contemporary r&b,2018,7/9/2018,6
718,Vein - Errorzone ALBUM REVIEW," 2018 / closed casket activities / metalcore, alternative metal",2018,7/7/2018,6
719,Kamasi Washington - Heaven and Earth ALBUM REVIEW," 2018 / spiritual jazz, jazz fusion, soul jazz",2018,7/6/2018,6
720,Gorillaz - The Now Now ALBUM REVIEW," 2018 / parlophone / electropop, synth funk",2018,7/5/2018,6
721,Jay Rock - Redemption ALBUM REVIEW," 2018 / tde / west coast hip hop, trap rap, pop rap",2018,7/4/2018,4
722,Drake - Scorpion ALBUM REVIEW," 2018 / ovo sound / pop rap, trap rap, contemporary r&b",2018,7/3/2018,4
723,Nine Inch Nails - Bad Witch ALBUM REVIEW," 2018 / null corporation / industrial rock, dark jazz, drone",2018,7/2/2018,7
724,Death Grips - Year of the Snitch ALBUM REVIEW," 2018 / third worlds / cursed images as sound, death grips 2.0",2018,6/29/2018,9
725,Rico Nasty - Nasty ALBUM REVIEW," 2018 / sugar trap / trap rap, hardcore hip hop",2018,6/28/2018,6
726,SOPHIE - Oil of Every Pearl's Un-Insides ALBUM REVIEW," 2018 / msmsmsm / art pop, bubblegum bass, post-industrial, ambient",2018,6/27/2018,8
727,Nas - Nasir ALBUM REVIEW," 2018 / mass appeal / east coast hip hop, political hip hop",2018,6/26/2018,6
728,Bladee - Red Light ALBUM REVIEW," 2018 / year0001 / alternative r&b, cloud rap",2018,6/21/2018,1
729,LUMP - Self-Titled ALBUM REVIEW," 2018 / dead oceans / singer-songwriter, folktronica",2018,6/20/2018,7
730,Tropical [Frick] Storm - A Laughing Death in Meatspace ALBUM REVIEW," 2018 / mistletone / blues punk, psych rock, post-punk",2018,6/19/2018,8
731,Big Ups - Two Parts Together ALBUM REVIEW," 2018 / exploding in sound / post-hardcore, noise rock, math rock",2018,6/18/2018,6
732,"Black Thought & 9th Wonder - Streams of Thought, Vol. 1 EP REVIEW"," 2018 / human re sources / east coast hip hop, boom bap, conscious hip hop, bars!!",2018,6/15/2018,8
733,Tierra Whack - Whack World ALBUM REVIEW," 2018 / self-released / pop rap, alternative r&b, trap rap, neo-soul, east coast hip hop",2018,6/13/2018,7
734,KIDS SEE GHOSTS - Self-Titled ALBUM REVIEW, 2018 / g.o.o.d. music / neo-psychedelic-soul-grunge...rap,2018,6/11/2018,10
735,Ghost - Prequelle ALBUM REVIEW," 2018 / loma vista / heavy metal, arena rock, prog rock",2018,6/8/2018,8
736,Father John Misty - God's Favorite Customer ALBUM REVIEW," 2018 / sub pop / singer-songwriter, chamber pop, piano rock",2018,6/7/2018,7
737,Oneohtrix Point Never - Age Of ALBUM REVIEW," 2018 / warp / progressive electronic, art pop, post-industrial, midi classical",2018,6/6/2018,6
738,Juice WRLD - Goodbye & Good Riddance ALBUM REVIEW, 2018 / interscope / emo trap,2018,6/5/2018,5
739,Kanye West - ye ALBUM REVIEW," 2018 / g.o.o.d. music / pop rap, experimental hip hop, neo-soul",2018,6/4/2018,8
740,NIKI - Zephyr ALBUM REVIEW, 2018 / 88rising / contemporary r&b,2018,6/1/2018,7
741,A$AP Rocky - Testing ALBUM REVIEW," 2018 / rca / cloud rap, trap rap, alternative r&b, experimental hip hop",2018,5/31/2018,4
742,BTS - Love Yourself 轉 'Tear' ALBUM REVIEW," 2018 / bighit / k-pop, alternative r&b, pop rap",2018,5/30/2018,6
743,Park Jiha - Communion ALBUM REVIEW," 2018 / glitterbeat / post-minimalism, avant-garde jazz, korean traditional music",2018,5/29/2018,6
744,Pusha T - DAYTONA ALBUM REVIEW, 2018 / g.o.o.d. music / hardcore hip hop,2018,5/28/2018,8
745,Mark Kozelek - Mark Kozelek ALBUM REVIEW," 2018 / caldo verde / post-singer-songwriter, ambient folk",2018,5/25/2018,7
746,Parquet Courts - Wide Awake! ALBUM REVIEW," 2018 / rough trade / indie rock, art punk, post-punk",2018,5/23/2018,9
747,Courtney Barnett - Tell Me How You Really Feel ALBUM REVIEW," 2018 / mom + pop / indie rock, garage rock, singer-songwriter",2018,5/22/2018,6
748,Frank Ocean - Endless REDUX REVIEW," 2018 / boys don't cry / alternative r&b, ambient pop, neo-soul",2018,5/20/2018,8
749,Ski Mask the Slump God - Beware the Book of Eli MIXTAPE REVIEW, 2018 / republic / trap rap,2018,5/18/2018,7
750,Arctic Monkeys - Tranquility Base Hotel + Casino ALBUM REVIEW, 2018 / domino / space-age lounge rock,2018,5/17/2018,5
751,Beach House - 7 ALBUM REVIEW," 2018 / sub pop / dream pop, shoegaze, neo-psychedelia, ethereal wave",2018,5/16/2018,7
752,Playboi Carti - Die Lit ALBUM REVIEW," 2018 / interscope / trap rap, cloud rap",2018,5/15/2018,7
753,Jon Hopkins - Singularity ALBUM REVIEW," 2018 / domino / tech house, ambient, microhouse, idm",2018,5/11/2018,7
754,Iceage - Beyondless ALBUM REVIEW," 2018 / matador / post-punk, art rock, punk blues",2018,5/9/2018,7
755,Daniel Avery - Song For Alpha ALBUM REVIEW," 2018 / phantasy / ambient techno, idm, tech house",2018,5/4/2018,5
756,Kimbra - Primal Heart ALBUM REVIEW," 2018 / warner bros. / art pop, electropop, alternative r&b",2018,5/3/2018,7
757,Panopticon - The Scars of Man on the Once Nameless Wilderness ALBUM REVIEW," 2018 / nordvis / atmospheric black metal, americana",2018,5/2/2018,4
